8,SGS24-256-VIO,Samsung Galaxy S24 256GB Violet,"50MP camera, Exynos 2400, AI features",Mobile Phones,Premium Smartphones,Samsung,Samsung,Samsung India Electronics,68000.00,89999.00,0.17,5.79x2.78x0.30 in,Cobalt Violet,Aluminum/Glass,12,15,68,t,f,2024-01-17,,2024-01-17 00:00:00,2024-01-17 00:00:00
9,SGA54-128-BLK,Samsung Galaxy A54 5G 128GB Black,"50MP OIS camera, 120Hz Super AMOLED",Mobile Phones,Mid-Range Smartphones,Samsung,Samsung,Samsung India Electronics,32000.00,40999.00,0.20,6.22x2.98x0.32 in,Awesome Black,Glass/Plastic,12,25,125,t,f,2023-03-14,,2023-03-14 00:00:00,2024-01-08 00:00:00
10,SGA54-256-VIO,Samsung Galaxy A54 5G 256GB Violet,"50MP OIS camera, 256GB storage",Mobile Phones,Mid-Range Smartphones,Samsung,Samsung,Samsung India Electronics,36000.00,45999.00,0.20,6.22x2.98x0.32 in,Awesome Violet,Glass/Plastic,12,20,98,t,f,2023-03-14,,2023-03-14 00:00:00,2024-01-08 00:00:00
11,SGA34-128-LIM,Samsung Galaxy A34 5G 128GB Lime,"48MP camera, 120Hz display, 5000mAh",Mobile Phones,Mid-Range Smartphones,Samsung,Samsung,Samsung India Electronics,24000.00,30999.00,0.20,6.21x3.06x0.33 in,Awesome Lime,Glass/Plastic,12,30,145,t,f,2023-03-14,,2023-03-14 00:00:00,2024-01-08 00:00:00
12,SGA34-256-SLV,Samsung Galaxy A34 5G 256GB Silver,"48MP camera, 256GB storage",Mobile Phones,Mid-Range Smartphones,Samsung,Samsung,Samsung India Electronics,28000.00,35999.00,0.20,6.21x3.06x0.33 in,Awesome Silver,Glass/Plastic,12,28,132,t,f,2023-03-14,,2023-03-14 00:00:00,2024-01-08 00:00:00
13,OPN3-128-GRN,OnePlus Nord 3 5G 128GB Green,"MediaTek 9000, 50MP Sony IMX890, 80W charging",Mobile Phones,Mid-Range Smartphones,OnePlus,OnePlus,OnePlus Technology India,26000.00,33999.00,0.19,6.39x2.95x0.32 in,Misty Green,Glass/Plastic,12,25,115,t,f,2023-07-05,,2023-07-05 00:00:00,2024-01-08 00:00:00
14,OPN3-256-BLK,OnePlus Nord 3 5G 256GB Black,"MediaTek 9000, 50MP camera, 256GB",Mobile Phones,Mid-Range Smartphones,OnePlus,OnePlus,OnePlus Technology India,30000.00,37999.00,0.19,6.39x2.95x0.32 in,Tempest Gray,Glass/Plastic,12,22,102,t,f,2023-07-05,,2023-07-05 00:00:00,2024-01-08 00:00:00
15,OPCE3-128-AQU,OnePlus Nord CE 3 5G 128GB Aqua,"Snapdragon 782G, 50MP camera, 80W fast charge",Mobile Phones,Mid-Range Smartphones,OnePlus,OnePlus,OnePlus Technology India,22000.00,26999.00,0.18,6.42x2.95x0.31 in,Aqua Surge,Plastic,12,32,155,t,f,2023-07-06,,2023-07-06 00:00:00,2024-01-08 00:00:00
16,OPCE3-256-GRY,OnePlus Nord CE 3 5G 256GB Gray,"Snapdragon 782G, 256GB storage",Mobile Phones,Mid-Range Smartphones,OnePlus,OnePlus,OnePlus Technology India,26000.00,29999.00,0.18,6.42x2.95x0.31 in,Gray Shimmer,Plastic,12,30,142,t,f,2023-07-06,,2023-07-06 00:00:00,2024-01-08 00:00:00
17,VIV29P-128-BLK,Vivo V29 Pro 5G 128GB Black,"MediaTek 8200, 50MP Aura Light camera",Mobile Phones,Mid-Range Smartphones,Vivo,Vivo,Vivo India Pvt Ltd,32000.00,39999.00,0.19,6.30x2.92x0.31 in,Space Black,Glass,12,20,95,t,f,2023-10-04,,2023-10-04 00:00:00,2024-01-08 00:00:00
18,VIV29P-256-PUR,Vivo V29 Pro 5G 256GB Purple,"MediaTek 8200, Color changing back",Mobile Phones,Mid-Range Smartphones,Vivo,Vivo,Vivo India Pvt Ltd,36000.00,44999.00,0.19,6.30x2.92x0.31 in,Lovely Purple,Glass,12,18,82,t,f,2023-10-04,,2023-10-04 00:00:00,2024-01-08 00:00:00
19,VIV29-128-BLU,Vivo V29 5G 128GB Blue,"50MP Aura Light camera, Snapdragon 778G",Mobile Phones,Mid-Range Smartphones,Vivo,Vivo,Vivo India Pvt Ltd,26000.00,32999.00,0.19,6.30x2.92x0.30 in,Himalayan Blue,Glass,12,25,118,t,f,2023-10-04,,2023-10-04 00:00:00,2024-01-08 00:00:00
20,VIV29-256-GLD,Vivo V29 5G 256GB Gold,"50MP camera, 256GB storage",Mobile Phones,Mid-Range Smartphones,Vivo,Vivo,Vivo India Pvt Ltd,30000.00,36999.00,0.19,6.30x2.92x0.30 in,Majestic Gold,Glass,12,22,105,t,f,2023-10-04,,2023-10-04 00:00:00,2024-01-08 00:00:00
21,OPR11P-256-GRY,OPPO Reno 11 Pro 5G 256GB Gray,"MediaTek 8200, 50MP Sony LYT camera",Mobile Phones,Mid-Range Smartphones,OPPO,OPPO,OPPO Mobiles India,34000.00,39999.00,0.18,6.26x2.91x0.30 in,Rock Gray,Glass,12,18,88,t,f,2024-01-11,,2024-01-11 00:00:00,2024-01-11 00:00:00
22,OPR11P-512-PRL,OPPO Reno 11 Pro 5G 512GB Pearl,"MediaTek 8200, 512GB storage",Mobile Phones,Mid-Range Smartphones,OPPO,OPPO,OPPO Mobiles India,40000.00,45999.00,0.18,6.26x2.91x0.30 in,Pearl White,Glass,12,15,72,t,f,2024-01-11,,2024-01-11 00:00:00,2024-01-11 00:00:00
23,RE12PP-128-BLU,Realme 12 Pro+ 5G 128GB Blue,"Snapdragon 7s Gen 2, 50MP Sony IMX890",Mobile Phones,Mid-Range Smartphones,Realme,Realme,Realme India,26000.00,29999.00,0.19,6.38x2.93x0.32 in,Navigator Beige,Vegan Leather,12,28,135,t,f,2024-01-29,,2024-01-29 00:00:00,2024-01-29 00:00:00
24,RE12PP-256-GRN,Realme 12 Pro+ 5G 256GB Green,"Snapdragon 7s Gen 2, Periscope telephoto",Mobile Phones,Mid-Range Smartphones,Realme,Realme,Realme India,30000.00,33999.00,0.19,6.38x2.93x0.32 in,Submarine Blue,Vegan Leather,12,25,122,t,f,2024-01-29,,2024-01-29 00:00:00,2024-01-29 00:00:00
25,RN13P-128-BLK,Redmi Note 13 Pro 5G 128GB Black,"200MP camera, Snapdragon 7s Gen 2",Mobile Phones,Budget Smartphones,Xiaomi,Xiaomi,Xiaomi Technology India,19000.00,23999.00,0.19,6.38x2.95x0.31 in,Midnight Black,Glass,12,40,185,t,f,2024-01-04,,2024-01-04 00:00:00,2024-01-04 00:00:00
26,RN13P-256-PUR,Redmi Note 13 Pro 5G 256GB Purple,"200MP camera, 256GB storage",Mobile Phones,Budget Smartphones,Xiaomi,Xiaomi,Xiaomi Technology India,22000.00,26999.00,0.19,6.38x2.95x0.31 in,Prism Purple,Glass,12,35,165,t,f,2024-01-04,,2024-01-04 00:00:00,2024-01-04 00:00:00
27,RN13-128-BLU,Redmi Note 13 5G 128GB Blue,"108MP camera, MediaTek 6080",Mobile Phones,Budget Smartphones,Xiaomi,Xiaomi,Xiaomi Technology India,14000.00,17999.00,0.18,6.38x2.95x0.30 in,Arctic Blue,Glass,12,50,225,t,f,2024-01-04,,2024-01-04 00:00:00,2024-01-04 00:00:00
28,RN13-256-BLK,Redmi Note 13 5G 256GB Black,"108MP camera, 256GB storage",Mobile Phones,Budget Smartphones,Xiaomi,Xiaomi,Xiaomi Technology India,16000.00,19999.00,0.18,6.38x2.95x0.30 in,Stealth Black,Glass,12,45,208,t,f,2024-01-04,,2024-01-04 00:00:00,2024-01-04 00:00:00
29,SGM34-128-BLU,Samsung Galaxy M34 5G 128GB Blue,"50MP ISOCELL GN2, 6000mAh battery",Mobile Phones,Budget Smartphones,Samsung,Samsung,Samsung India Electronics,15000.00,18999.00,0.21,6.46x3.08x0.33 in,Midnight Blue,Plastic,12,42,195,t,f,2023-07-07,,2023-07-07 00:00:00,2024-01-08 00:00:00
3,IP15-128-BLK,iPhone 15 128GB Black,"A16 Bionic, Dynamic Island, 48MP camera",Mobile Phones,Premium Smartphones,Apple,Apple,Apple India Pvt Ltd,66000.00,79900.00,0.17,5.81x2.82x0.31 in,Black,Aluminum/Glass,12,15,65,t,f,2023-09-22,,2023-09-22 00:00:00,2024-01-08 00:00:00
30,SGM34-256-SLV,Samsung Galaxy M34 5G 256GB Silver,"50MP camera, 256GB storage",Mobile Phones,Budget Smartphones,Samsung,Samsung,Samsung India Electronics,17000.00,20999.00,0.21,6.46x3.08x0.33 in,Waterfall Blue,Plastic,12,38,178,t,f,2023-07-07,,2023-07-07 00:00:00,2024-01-08 00:00:00
31,REN60-128-GLD,Realme Narzo 60 5G 128GB Gold,"MediaTek 7050, 64MP Super OIS camera",Mobile Phones,Budget Smartphones,Realme,Realme,Realme India,14000.00,17999.00,0.18,6.43x2.96x0.31 in,Cosmic Gold,Vegan Leather,12,35,168,t,f,2023-07-06,,2023-07-06 00:00:00,2024-01-08 00:00:00
32,REN60-256-BLK,Realme Narzo 60 5G 256GB Black,"MediaTek 7050, 256GB storage",Mobile Phones,Budget Smartphones,Realme,Realme,Realme India,16000.00,19999.00,0.18,6.43x2.96x0.31 in,Mars Orange,Vegan Leather,12,32,155,t,f,2023-07-06,,2023-07-06 00:00:00,2024-01-08 00:00:00
33,POX6-128-BLU,POCO X6 5G 128GB Blue,"Snapdragon 7s Gen 2, 64MP OIS camera",Mobile Phones,Budget Smartphones,POCO,POCO,Xiaomi Technology India,16000.00,19999.00,0.18,6.38x2.95x0.30 in,Mirror Blue,Plastic,12,30,145,t,f,2024-01-11,,2024-01-11 00:00:00,2024-01-11 00:00:00
34,POX6-256-BLK,POCO X6 5G 256GB Black,"Snapdragon 7s Gen 2, 256GB storage",Mobile Phones,Budget Smartphones,POCO,POCO,Xiaomi Technology India,18000.00,21999.00,0.18,6.38x2.95x0.30 in,Snowstorm White,Plastic,12,28,132,t,f,2024-01-11,,2024-01-11 00:00:00,2024-01-11 00:00:00
35,MOG54-128-BLU,Motorola Moto G54 5G 128GB Blue,"50MP OIS camera, Dimensity 7020",Mobile Phones,Budget Smartphones,Motorola,Motorola,Motorola India,13000.00,15999.00,0.18,6.50x2.96x0.31 in,Midnight Blue,Vegan Leather,12,38,175,t,f,2023-09-06,,2023-09-06 00:00:00,2024-01-08 00:00:00
36,MOG54-256-GRY,Motorola Moto G54 5G 256GB Gray,"50MP OIS camera, 256GB storage",Mobile Phones,Budget Smartphones,Motorola,Motorola,Motorola India,15000.00,17999.00,0.18,6.50x2.96x0.31 in,Pearl Blue,Vegan Leather,12,35,162,t,f,2023-09-06,,2023-09-06 00:00:00,2024-01-08 00:00:00
37,R13C-64-BLK,Redmi 13C 64GB Black,"MediaTek Helio G85, 50MP AI camera",Mobile Phones,Entry Smartphones,Xiaomi,Xiaomi,Xiaomi Technology India,6500.00,7999.00,0.19,6.74x3.10x0.33 in,Startrail Black,Plastic,12,60,285,t,f,2023-12-06,,2023-12-06 00:00:00,2024-01-08 00:00:00
38,R13C-128-BLU,Redmi 13C 128GB Blue,"MediaTek Helio G85, 128GB storage",Mobile Phones,Entry Smartphones,Xiaomi,Xiaomi,Xiaomi Technology India,7500.00,9499.00,0.19,6.74x3.10x0.33 in,Startrail Silver,Plastic,12,55,265,t,f,2023-12-06,,2023-12-06 00:00:00,2024-01-08 00:00:00
39,REC67-64-GLD,Realme C67 64GB Gold,"108MP camera, Snapdragon 685",Mobile Phones,Entry Smartphones,Realme,Realme,Realme India,7000.00,8999.00,0.19,6.72x3.08x0.32 in,Sunny Oasis,Plastic,12,52,245,t,f,2023-12-14,,2023-12-14 00:00:00,2024-01-08 00:00:00
40,REC67-128-GRN,Realme C67 128GB Green,"108MP camera, 128GB storage",Mobile Phones,Entry Smartphones,Realme,Realme,Realme India,8000.00,10499.00,0.19,6.72x3.08x0.32 in,Dark Purple,Plastic,12,50,232,t,f,2023-12-14,,2023-12-14 00:00:00,2024-01-08 00:00:00
41,MBA-M3-13-256-SLV,"MacBook Air M3 13'" 256GB Silver","Apple M3 chip, 8GB RAM, Liquid Retina display",Laptops,Premium Laptops,Apple,Apple,Apple India Pvt Ltd,90000.00,114900.00,1.24,11.97x8.46x0.44 in,Silver,Aluminum,12,8,35,t,f,2024-03-04,,2024-03-04 00:00:00,2024-03-04 00:00:00
42,MBA-M3-13-512-MID,"MacBook Air M3 13'" 512GB Midnight","Apple M3 chip, 8GB RAM, 512GB SSD",Laptops,Premium Laptops,Apple,Apple,Apple India Pvt Ltd,105000.00,134900.00,1.24,11.97x8.46x0.44 in,Midnight,Aluminum,12,6,28,t,f,2024-03-04,,2024-03-04 00:00:00,2024-03-04 00:00:00
43,MBA-M3-15-256-SLV,"MacBook Air M3 15'" 256GB Silver","Apple M3 chip, 8GB RAM, 15.3'" display",Laptops,Premium Laptops,Apple,Apple,Apple India Pvt Ltd,110000.00,134900.00,1.51,13.40x9.35x0.45 in,Starlight,Aluminum,12,5,25,t,f,2024-03-04,,2024-03-04 00:00:00,2024-03-04 00:00:00
44,MBA-M3-15-512-MID,"MacBook Air M3 15'" 512GB Midnight","Apple M3 chip, 8GB RAM, 512GB SSD",Laptops,Premium Laptops,Apple,Apple,Apple India Pvt Ltd,125000.00,154900.00,1.51,13.40x9.35x0.45 in,Midnight,Aluminum,12,5,22,t,f,2024-03-04,,2024-03-04 00:00:00,2024-03-04 00:00:00
45,XPS13-512-SLV,Dell XPS 13 9340 i5 16GB 512GB,"Intel Core i5 13th Gen, 16GB RAM, FHD+ display",Laptops,Premium Laptops,Dell,Dell,Dell India Pvt Ltd,85000.00,109990.00,1.17,11.63x7.86x0.55 in,Platinum Silver,Aluminum,12,7,32,t,f,2023-09-14,,2023-09-14 00:00:00,2024-01-08 00:00:00
46,XPS13-1TB-BLK,Dell XPS 13 9340 i7 16GB 1TB,"Intel Core i7 13th Gen, 16GB RAM, 1TB SSD",Laptops,Premium Laptops,Dell,Dell,Dell India Pvt Ltd,105000.00,134990.00,1.17,11.63x7.86x0.55 in,Graphite,Aluminum,12,5,24,t,f,2023-09-14,,2023-09-14 00:00:00,2024-01-08 00:00:00
47,HP-PAV14-I5-8-512,HP Pavilion 14 i5 12th Gen 8GB 512GB,"Intel i5-1235U, 14'" FHD, Windows 11",Laptops,Mid-Range Laptops,HP,HP,HP India Sales Pvt Ltd,42000.00,54990.00,1.41,12.76x8.86x0.71 in,Natural Silver,Aluminum/Plastic,12,15,65,t,f,2023-05-10,,2023-05-10 00:00:00,2024-01-08 00:00:00
48,HP-PAV14-I5-16-512,HP Pavilion 14 i5 12th Gen 16GB 512GB,"Intel i5-1235U, 16GB DDR4, FHD display",Laptops,Mid-Range Laptops,HP,HP,HP India Sales Pvt Ltd,48000.00,61990.00,1.41,12.76x8.86x0.71 in,Warm Gold,Aluminum/Plastic,12,12,58,t,f,2023-05-10,,2023-05-10 00:00:00,2024-01-08 00:00:00
49,HP-PAV15-I5-8-512,HP Pavilion 15 i5 12th Gen 8GB 512GB,"Intel i5-1235U, 15.6'" FHD, Backlit KB",Laptops,Mid-Range Laptops,HP,HP,HP India Sales Pvt Ltd,44000.00,57990.00,1.74,14.11x9.53x0.71 in,Natural Silver,Aluminum/Plastic,12,16,72,t,f,2023-05-10,,2023-05-10 00:00:00,2024-01-08 00:00:00
50,HP-PAV15-I5-16-512,HP Pavilion 15 i5 12th Gen 16GB 512GB,"Intel i5-1235U, 16GB DDR4, 15.6'" FHD",Laptops,Mid-Range Laptops,HP,HP,HP India Sales Pvt Ltd,50000.00,64990.00,1.74,14.11x9.53x0.71 in,Warm Gold,Aluminum/Plastic,12,15,68,t,f,2023-05-10,,2023-05-10 00:00:00,2024-01-08 00:00:00
51,DI15-I5-8-512,Dell Inspiron 15 i5 12th Gen 8GB 512GB,"Intel i5-1235U, 15.6'" FHD, Spill-resistant KB",Laptops,Mid-Range Laptops,Dell,Dell,Dell India Pvt Ltd,40000.00,52490.00,1.65,14.03x9.21x0.71 in,Carbon Black,Plastic,12,18,78,t,f,2023-04-20,,2023-04-20 00:00:00,2024-01-08 00:00:00
52,DI15-I5-16-512,Dell Inspiron 15 i5 12th Gen 16GB 512GB,"Intel i5-1235U, 16GB RAM, Windows 11",Laptops,Mid-Range Laptops,Dell,Dell,Dell India Pvt Ltd,46000.00,59490.00,1.65,14.03x9.21x0.71 in,Platinum Silver,Plastic,12,16,72,t,f,2023-04-20,,2023-04-20 00:00:00,2024-01-08 00:00:00
53,LEN-IP5-I5-8-512,Lenovo IdeaPad Slim 5 i5 12th Gen 8GB 512GB,"Intel i5-12450H, 14'" FHD IPS",Laptops,Mid-Range Laptops,Lenovo,Lenovo,Lenovo India Pvt Ltd,44000.00,57990.00,1.39,12.42x8.65x0.63 in,Cloud Grey,Aluminum,12,14,65,t,f,2023-06-15,,2023-06-15 00:00:00,2024-01-08 00:00:00
54,LEN-IP5-I5-16-512,Lenovo IdeaPad Slim 5 i5 12th Gen 16GB 512GB,"Intel i5-12450H, 16GB DDR4",Laptops,Mid-Range Laptops,Lenovo,Lenovo,Lenovo India Pvt Ltd,50000.00,64990.00,1.39,12.42x8.65x0.63 in,Storm Grey,Aluminum,12,12,58,t,f,2023-06-15,,2023-06-15 00:00:00,2024-01-08 00:00:00
55,AS-VB15-I5-8-512,ASUS Vivobook 15 i5 12th Gen 8GB 512GB,"Intel i5-1235U, 15.6'" FHD, Fingerprint",Laptops,Mid-Range Laptops,ASUS,ASUS,ASUS India Pvt Ltd,42000.00,54990.00,1.70,14.16x9.15x0.74 in,Slate Grey,Plastic,12,18,82,t,f,2023-05-08,,2023-05-08 00:00:00,2024-01-08 00:00:00
56,AS-VB15-I5-16-512,ASUS Vivobook 15 i5 12th Gen 16GB 512GB,"Intel i5-1235U, 16GB RAM, Backlit KB",Laptops,Mid-Range Laptops,ASUS,ASUS,ASUS India Pvt Ltd,48000.00,61990.00,1.70,14.16x9.15x0.74 in,Quiet Blue,Plastic,12,16,75,t,f,2023-05-08,,2023-05-08 00:00:00,2024-01-08 00:00:00
57,HP-15S-I3-8-512,HP 15s i3 12th Gen 8GB 512GB,"Intel i3-1215U, 15.6'" HD, Dual speakers",Laptops,Budget Laptops,HP,HP,HP India Sales Pvt Ltd,30000.00,37990.00,1.69,14.11x9.53x0.71 in,Natural Silver,Plastic,12,22,95,t,f,2023-03-15,,2023-03-15 00:00:00,2024-01-08 00:00:00
58,LEN-IP3-I3-8-512,Lenovo IdeaPad Slim 3 i3 12th Gen 8GB 512GB,"Intel i3-1215U, 15.6'" FHD",Laptops,Budget Laptops,Lenovo,Lenovo,Lenovo India Pvt Ltd,32000.00,39990.00,1.63,14.16x9.30x0.70 in,Arctic Grey,Plastic,12,20,88,t,f,2023-04-10,,2023-04-10 00:00:00,2024-01-08 00:00:00
59,AS-VBG14-I3-8-256,ASUS Vivobook Go 14 i3 11th Gen 8GB 256GB,"Intel i3-1115G4, 14'" HD",Laptops,Budget Laptops,ASUS,ASUS,ASUS India Pvt Ltd,26000.00,32990.00,1.38,12.70x8.70x0.70 in,Star Black,Plastic,12,24,102,t,f,2023-02-20,,2023-02-20 00:00:00,2024-01-08 00:00:00
60,AS-VBG14-I3-8-512,ASUS Vivobook Go 14 i3 11th Gen 8GB 512GB,"Intel i3-1115G4, 14'" HD, 512GB",Laptops,Budget Laptops,ASUS,ASUS,ASUS India Pvt Ltd,29000.00,36490.00,1.38,12.70x8.70x0.70 in,Mixed Black,Plastic,12,22,95,t,f,2023-02-20,,2023-02-20 00:00:00,2024-01-08 00:00:00
61,AC-ASP5-R5-8-512,Acer Aspire 5 Ryzen 5 5500U 8GB 512GB,"AMD Ryzen 5 5500U, 15.6'" FHD",Laptops,Budget Laptops,Acer,Acer,Acer India Pvt Ltd,34000.00,42990.00,1.70,14.31x9.86x0.71 in,Pure Silver,Plastic,12,18,78,t,f,2023-03-25,,2023-03-25 00:00:00,2024-01-08 00:00:00
62,DI15-R5-8-512,Dell Inspiron 15 Ryzen 5 5500U 8GB 512GB,"AMD Ryzen 5 5500U, 15.6'" FHD",Laptops,Budget Laptops,Dell,Dell,Dell India Pvt Ltd,36000.00,44990.00,1.65,14.03x9.21x0.71 in,Carbon Black,Plastic,12,16,72,t,f,2023-03-18,,2023-03-18 00:00:00,2024-01-08 00:00:00
63,AS-TUF-R7-16-512-4050,ASUS TUF Gaming A15 Ryzen 7 RTX 4050,"AMD Ryzen 7 7735HS, RTX 4050 6GB, 144Hz",Laptops,Gaming Laptops,ASUS,ASUS,ASUS India Pvt Ltd,70000.00,89990.00,2.30,14.17x10.08x0.99 in,Mecha Gray,Plastic,12,10,42,t,f,2023-08-15,,2023-08-15 00:00:00,2024-01-08 00:00:00
64,HP-VIC-I5-16-512-3050,HP Victus 15 i5 13th Gen RTX 3050,"Intel i5-13420H, RTX 3050 4GB, 144Hz",Laptops,Gaming Laptops,HP,HP,HP India Sales Pvt Ltd,60000.00,74990.00,2.29,14.09x10.04x0.93 in,Performance Blue,Plastic,12,8,38,t,f,2023-07-20,,2023-07-20 00:00:00,2024-01-08 00:00:00
65,LEN-LOQ-I5-16-512-4050,Lenovo LOQ 15 i5 13th Gen RTX 4050,"Intel i5-13450HX, RTX 4050 6GB, 144Hz",Laptops,Gaming Laptops,Lenovo,Lenovo,Lenovo India Pvt Ltd,72000.00,92990.00,2.38,14.33x10.24x0.92 in,Luna Grey,Plastic,12,8,35,t,f,2023-09-10,,2023-09-10 00:00:00,2024-01-08 00:00:00
66,SAM-65-NEOQ-4K,"Samsung 65'" Neo QLED 4K Smart TV","Quantum HDR, Neural Quantum Processor 4K",Televisions,Premium TVs,Samsung,Samsung,Samsung India Electronics,125000.00,159999.00,28.50,57.1x32.7x1.4 in,Titan Gray,Metal/Plastic,24,4,18,t,f,2023-03-15,,2023-03-15 00:00:00,2024-01-08 00:00:00
